"jurisdiction","jurisdiction_code","indicator_id","indicator_text","points_possible","answer","points_awarded","source_url","source_title","source_type","source_date","accessed_date","evidence_quote","protocol_step","note"
"Alabama","AL","I2","Does the central HR/administration agency post a written recognition policy?","15","YES","15","https://www.personnel.alabama.gov/Employees","Alabama State Personnel Department - Employees page posting the ESIP Guide","OFFICIAL","UNDATED","2026-07-31","""ESIP Guide (PDF)"" and ""ESIP Printable Form (PDF)"" posted under Online Options","4","State Personnel Department is Alabama's central HR agency and posts the Employees' Suggestion Incentive Program Guide and form. CAVEAT: the SPD page listing the documents was opened and read, but the ESIPGuide.pdf itself returned undecodable binary on two attempts, so the policy text was not read - only proof that SPD posts it."
"Alaska","AK","I2","Does the central HR/administration agency post a written recognition policy?","15","YES","15","https://doa.alaska.gov/dop/denaliawards/procedures/","Alaska Division of Personnel - Denali Awards, Award Procedures","OFFICIAL","UNDATED","2026-07-31","""Nominations must be submitted for review and signature through the nominated employee's chain of command""","4","Division of Personnel (Dept. of Administration) is the central HR agency and posts written award procedures for the Denali Awards. Note this page returned ECONNRESET three times during the I1 pass and loaded on this attempt - transient, not blocked. Contrast with Alaska I1, which remains COULDNT_CHECK."
"Arizona","AZ","I2","Does the central HR/administration agency post a written recognition policy?","15","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","4","ADOA Human Resources (hr.az.gov) is the correct central HR agency and its statewide-policies index almost certainly answers this, but every page returned HTTP 403 on three attempts: /statewide-policies-guidelines-and-bulletins, /adoa-policies-and-forms, and the Statewide Employee Handbook PDF. Search results indicate HRD supports agencies in employee recognition, but that is snippet-level evidence and cannot be scored."
"Arkansas","AR","I2","Does the central HR/administration agency post a written recognition policy?","15","YES","15","https://sas.arkansas.gov/personnel/resources/policy/","Arkansas Office of Personnel Management - State Personnel Policy index","OFFICIAL","UNDATED","2026-07-31","""16 - Employee Suggestion System""; ""23 - Career Service Recognition Payments""; ""33 - Service Recognition Program""","4","Three separate numbered statewide personnel policies on recognition, posted by the Office of Personnel Management (Dept. of Shared Administrative Services), Arkansas's central HR agency. Strongest I2 evidence in this batch - recognition appears as formal numbered policy rather than as a program page."
"California","CA","I2","Does the central HR/administration agency post a written recognition policy?","15","YES","15","https://benefits.calhr.ca.gov/state-employees/engagement-resources/merit-award-program/","CalHR - Merit Award Program","OFFICIAL","UNDATED","2026-07-31","""Each department has a Merit Award Administrator assigned to administer the program""","4","CalHR is the central HR agency. A separate and more formal artifact exists - the CalHR HR Manual section 'Employee Recognition Policy' at hrmanual.calhr.ca.gov - but that URL returned HTTP 500 and the older Benefits Administration Manual page returned HTTP 403, so this program page is the copy actually opened and read."
"Colorado","CO","I2","Does the central HR/administration agency post a written recognition policy?","15","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","4","Colorado's incentive-award authority sits in the State Personnel Board Rules and Director's Administrative Procedures, 4 CCR 801-1 Chapter 3, which search results describe as allowing non-base cash or non-cash incentive awards under a department incentive plan. Could not open any copy: spb.colorado.gov/board-rules HTTP 403 and the Secretary of State CCR files are generated PDFs. DPA and DHR pages opened showed recognition activity but no posted policy document."
"Connecticut","CT","I2","Does the central HR/administration agency post a written recognition policy?","15","NO","0","https://portal.ct.gov/das/services-for-state-employees/statewide-human-resources/hr-policies-and-general-letters","Connecticut DAS - Statewide HR Policies and General Letters index","OFFICIAL","UNDATED","2026-07-31","No policy or general letter on recognition, awards or service awards appears in the index","4","Re-examined under loosened I2 issuer rule 2026-07-31 and unchanged. Searched for a non-HR state issuer: the only statewide instrument located is Conn. Gen. Stat. 5-263b, a statute (already scored for I1), administered through agency suggestion coordinators with verification by the Auditors of Public Accounts. No administrative rule, board page, or Governor's office program page was found, and a bare statute does not satisfy I2 - otherwise I2 would duplicate I1. DAS policy index remains empty of recognition items."
"Delaware","DE","I2","Does the central HR/administration agency post a written recognition policy?","15","YES","15","https://dhr.delaware.gov/policies/recognition-awards.shtml","Delaware DHR - Policies: Recognition and Awards","OFFICIAL","UNDATED","2026-07-31","""Guidelines for the Development of Agency Recognition Plans""","4","Department of Human Resources is Delaware's central HR agency and maintains a dedicated Recognition and Awards policy section: agency recognition plan guidelines and form, Delaware Award for Excellence and Commitment nomination form, Award for Heroism form, GEAR P3 Trailblazer and Governor's Team Excellence awards. Consistent with Delaware's I1 result, where 29 Del. C. 5950 makes recognition a mandatory agency function requiring DHR approval of plans."
"Florida","FL","I2","Does the central HR/administration agency post a written recognition policy?","15","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","4","Florida DMS is the central HR agency (State Human Resource Management / People First) and hosts a Davis Productivity Awards page plus employment policies and programs pages, but all three DMS URLs opened returned only navigation, header and footer markup with no substantive content - the site appears to render its body content via JavaScript that WebFetch does not execute. Could not confirm what policy, if any, is posted."
"Georgia","GA","I2","Does the central HR/administration agency post a written recognition policy?","15","YES","15","https://team.georgia.gov/service-awards/","Team Georgia (Dept. of Administrative Services) - Service Awards","OFFICIAL","UNDATED","2026-07-31","""The Faithful Service Awards Program was established by the Georgia General Assembly to help attract and retain employees""","4","Department of Administrative Services runs Team Georgia and administers the Faithful Service Awards Program statewide, recognizing about 13,000 employees a year from five years of service in five-year increments, with agency HR offices distributing certificates and pins monthly. Program page rather than a numbered policy document, but it is the central HR agency's own posted written description."
"Hawaii","HI","I2","Does the central HR/administration agency post a written recognition policy?","15","YES","15","https://dhrd.hawaii.gov/state-employees/employee-benefits/incentive-and-service-awards-program/","Hawaii DHRD - Incentive and Service Awards Program","OFFICIAL","UNDATED","2026-07-31","""a statewide program that promotes the recognition of employees who contribute to the efficiency, economy or other improvement of government operations""","4","Department of Human Resources Development is Hawaii's central HR agency and posts the statewide program description, including service awards at 10/20/30/40/50 years administered by departmental personnel offices. Same page supports Hawaii's I1 YES."
"Idaho","ID","I2","Does the central HR/administration agency post a written recognition policy?","15","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","RESCORED under loosened I2 issuer rule 2026-07-31; previously NO because the Division of Human Resources policy index contains no recognition policy. The loosened rule brings IDAPA 15.04.01.075 into scope - the Division of Human Resources and Idaho Personnel Commission rule on employee suggestion awards, cited by section number in search results and cross-referenced by Idaho Code 67-5309 - but its text could not be opened: adminrules.idaho.gov HTML 404, the rule PDF and its blob-storage redirect returned undecodable binary, and law.cornell.edu served a title index rather than the section. Not YES because the document was never read."
