jurisdiction,indicator,raw_value,raw_unit,reference_year,source_id,source_url,source_file,locator,status,verification_method,verification_result,extracted_at,notes
Nebraska,I1_PAY_LEVEL,62770,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M40987 (row 40987: AREA_TITLE='Nebraska', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=15770, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 62770.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
Nevada,I1_PAY_LEVEL,71230,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M41092 (row 41092: AREA_TITLE='Nevada', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=18100, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 71230.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
New Hampshire,I1_PAY_LEVEL,66090,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M41196 (row 41196: AREA_TITLE='New Hampshire', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=9940, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 66090.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
New Jersey,I1_PAY_LEVEL,81410,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M41294 (row 41294: AREA_TITLE='New Jersey', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=79700, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 81410.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
New Mexico,I1_PAY_LEVEL,68670,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M41516 (row 41516: AREA_TITLE='New Mexico', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=21410, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 68670.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
New York,I1_PAY_LEVEL,77880,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M41638 (row 41638: AREA_TITLE='New York', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=134090, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 77880.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
North Carolina,I1_PAY_LEVEL,63340,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M41870 (row 41870: AREA_TITLE='North Carolina', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=64030, MEAN_PRSE=0.1 (reliability acceptable). M1=VERIFIED; M2=I1: 63340.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
North Dakota,I1_PAY_LEVEL,71170,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M42059 (row 42059: AREA_TITLE='North Dakota', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=8660, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 71170.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
Ohio,I1_PAY_LEVEL,75820,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M42147 (row 42147: AREA_TITLE='Ohio', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=48810, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 75820.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
Oklahoma,I1_PAY_LEVEL,59720,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M42310 (row 42310: AREA_TITLE='Oklahoma', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=31420, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 59720.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
Oregon,I1_PAY_LEVEL,84200,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M42460 (row 42460: AREA_TITLE='Oregon', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=45610, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 84200.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
Pennsylvania,I1_PAY_LEVEL,69070,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M42631 (row 42631: AREA_TITLE='Pennsylvania', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=78420, MEAN_PRSE=0 (reliability acceptable). M1=VERIFIED; M2=I1: 69070.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
Rhode Island,I1_PAY_LEVEL,90600,USD_annual,2024,OEWSRES24,https://www.bls.gov/oes/oes_research_2024.htm,oes_research_2024_sec_99.xlsx,"sheet 'state_industry_M2024'!M42833 (row 42833: AREA_TITLE='Rhode Island', NAICS=999200, O_GROUP=total, column A_MEAN)",FOUND,"M1 independent re-extraction (two separate workbook reads, key fields re-asserted); M2 range validation 30000-150000",VERIFIED,2026-08-04T19:24:45Z,"NAICS 999200 State Government excluding Schools and Hospitals. TOT_EMP=10940, MEAN_PRSE=0.1 (reliability acceptable). M1=VERIFIED; M2=I1: 90600.0 in [30000, 150000]. METHOD DEVIATION (approved): I1 uses OEWS Research Estimates NAICS 999200 'State Government, excluding Schools and Hospitals' sector mean as published, not ASPEP and not the seven-function basket. The source's exclusion of schools and hospitals matches the basket's stated intent, but the named functions (financial admin, other gov admin, judicial/legal, corrections, highways, public welfare, police) cannot be isolated in this source. A_MEAN is published directly in USD_annual; no payroll-over-headcount computation performed. Detailed occupation rows not used."
